Title,URL,Content,Category
Oil-rich food and alcohol can cause adult acne; here’s how,https://indianexpress.com/article/lifestyle/life-style/post-diwali-acne-pimples-alcohol-oily-food-9034566/,"Dr Bhavana Nukala, consultant dermatologist, CARE Hospitals, tells indianexpress.com in an interaction that diets high in saturated and trans fats may contribute to acne, along with alcohol that inflames the skin",Lifestyle
Are you still feeling the post-festive blues? Here’s some help,https://indianexpress.com/article/lifestyle/life-style/post-festival-blues-diwali-break-coping-strategies-mental-health-9035874/,"Dr Jyoti Kapoor, founder-director and senior psychiatrist, Manasthali, explained that post-festival blues refers to the feeling of sadness, or letdown, that some individuals experience after attending a festival or a major event. Here's how you can cope with it",Lifestyle
"International Emmy Awards: Shefali Shah, Vir Das, Jim Sarbh and others radiate glam at the red carpet",https://indianexpress.com/article/lifestyle/fashion/international-emmy-awards-celebrity-bollywood-outfits-shefali-shah-vir-das-jim-sarbh-ekta-kapoor-red-carpet-9035805/,"From Shefali Shah to Jim Sarbh, check out what our beloved Indian celebrities wore to the 51st International Emmy Awards in New York City.",Lifestyle
Pilates girls: Janhvi Kapoor and Sara Ali Khan give us fitness goals with this ‘flowing’ practice,https://indianexpress.com/article/lifestyle/fitness/pilates-girls-janhvi-kapoor-and-sara-ali-khan-give-us-some-goals-with-this-flowing-practice-9028731/,Janhvi Kapoor and Sara Ali Khan were seen perfecting some friction training with Pilates trainer Namrata Purohit. Find out more about the challenging practice,Lifestyle
Kitchen 101: Ditch plastic chopping boards now,https://indianexpress.com/article/lifestyle/life-style/kitchen-101-ditch-plastic-chopping-boards-risks-microplastic-9034744/,"While convenient, plastic cutting boards necessitate careful consideration to minimise potential health risks associated with microplastic exposure",Lifestyle
This is why you wake up with anxiety in the morning,https://indianexpress.com/article/lifestyle/life-style/morning-anxiety-how-to-cope-9015861/,There are several possible causes of morning anxiety. Let us understand what they are and how to cope.,Lifestyle
Why hugging is important for your mental and physical health,https://indianexpress.com/article/lifestyle/feelings/hugging-important-mental-physical-health-9013161/,We explore why hugging is essential for our overall well-being and how it can enhance our lives in various ways.,Lifestyle
Nutrition alert: Here’s what a 100-gram serving of spinach contains,https://indianexpress.com/article/lifestyle/food-wine/nutrition-alert-spinach-palak-health-benefits-9032028/,Let's take a look at the many health benefits of palak or spinach and whether there are any precautions we need to take before eating it.,Lifestyle
5 food festivals to attend this upcoming Christmas season,https://indianexpress.com/article/lifestyle/food-wine/food-festivals-christmas-season-new-year-india-pune-kolkata-delhi-9032063/,Celebrate the Christmas cheer with a gastronomic journey at some of the most vibrant and diverse food festivals across the country,Lifestyle
Why are sustainable fashion products so expensive?,https://indianexpress.com/article/lifestyle/fashion/sustainable-slow-fashion-expensive-pricing-9029136/,"If you have been wanting to make the switch to sustainable fashion, you might have wondered why most products made under that label are more expensive than your usual clothes. There are several reasons.",Lifestyle
Can you guess Katrina Kaif’s favourite foods?,https://indianexpress.com/article/lifestyle/food-wine/katrina-kaif-favourite-foods-broccoli-gobhi-turai-benefits-fitness-9034227/,"Intrigued by Katrina Kaif's choices, we decided to understand how such foods help your fitness goals",Lifestyle
What Bollywood wore to watch the ICC World Cup final at Ahmedabad,https://indianexpress.com/article/lifestyle/fashion/bollywood-icc-world-cup-final-ahmedabad-9034286/,"Donning Team India jerseys, a multitude of Bollywood celebrities made their presence felt at the highly anticipated cricket World Cup final between India and Australia",Lifestyle
"Today in Politics: In final push for Rajasthan, BJP, Congress to hold rallies before curtains: Modi and Shah to Gehlot and Pilot",https://indianexpress.com/article/political-pulse/today-in-politics-rajasthan-bjp-congress-rallies-modi-shah-gehlot-pilot-9038727/,"KCR, Nadda, Mayawati to address rallies in Telangana; Mamata calls TMC meet to brainstorm on 2024 polls; Centre convenes a meeting of social media platforms to discuss deepfakes",Polictics
"Independent ‘buffalo sister’ has a bull run in Telangana, powered by volunteers, social mediaPremium Story",https://indianexpress.com/article/political-pulse/independent-buffalo-sister-has-a-bull-run-in-telangana-9038278/,"Karne Shireesha, an unemployed graduate, strikes a chord talking about the jobless in her campaign at Kollapur; videos starting with her tending cattle go viral",Polictics
"Rajasthan polls: After jugglery to accommodate Diya Kumari, BJP’s safe seat in choppy waters",https://indianexpress.com/article/political-pulse/rajasthan-polls-jugglery-accommodate-diya-kumari-bjp-safe-seat-choppy-waters-9038117/,Chittorgarh MLA Chandrabhan Singh Akya is contesting as an Independent after being replaced by Bhairon Singh Shekhawat’s son-in-law Narpat Singh Rajvi. The party fielded Rajvi after giving his seat in Jaipur to Rajsamand MP Diya Kumari.,Polictics
Ashok Gehlot: ‘BJP is contesting Rajasthan LS style… poora dhawa bol rakha hai as they could not topple our govt’,https://indianexpress.com/article/political-pulse/ashok-gehlot-interview-rajasthan-polls-9037872/,"On 'disagreement' between their supporters despite apparent unity between him and Sachin Pilot, CM Gehlot tells The Indian Express that 'by and large we are trying to go into the campaign united'",Polictics
Who is Sourav Ganguly batting for now? Kolkata back to an old game,https://indianexpress.com/article/political-pulse/kolkata-back-to-an-old-game-who-is-sourav-ganguly-batting-for-now-9037843/,"Named by Mamata Banerjee as Bengal brand ambassador, after he accompanied her to a foreign trip. The pre-2021 Assembly poll days, when he was seen with BJP top brass, now seem past",Polictics
"As Telangana sentiment wanes, other issues bubble up, as do Congress hopes",https://indianexpress.com/article/political-pulse/telangana-sentiment-wanes-other-issues-bubble-up-congress-hopes-9037764/,"Party has strong candidates and schemes to match BRS's, but not clear if this support will lead to votes. TPCC chief Revanth Reddy chooses caution too, telling Cong leaders not to get carried away by ""hype"" and surveys",Polictics
Karnataka Congress govt may not bite the bullet as Dalit ministers raise internal quota demand,https://indianexpress.com/article/political-pulse/congress-dalit-ministers-sc-internal-quotas-karnataka-centre-9037371/,"The previous BJP govt, while rejecting the Sadashiva Commission report on SC sub-categories, had accepted some directions of a Cabinet sub-committee on it, and forwarded it to the Centre",Polictics
"Decoding Politics: Why is BJP raising two ‘comments’, one by Gehlot loyalist, another by his son?",https://indianexpress.com/article/political-pulse/decoding-politics-bjp-raising-comments-gehlot-loyalist-shanti-dhariwal-9037300/,Minister Shanti Dhariwal had apologised for his remark in House during a debate on grants to police; Vaibhav Gehlot's remark linked by BJP to 'red diary' party keeps talking about,Polictics
Rajasthan polls | ‘Will teach Congress a lesson’: The Sachin Pilot impasse may cost party in Gujjar belt,https://indianexpress.com/article/political-pulse/sachin-pilot-impasse-may-cost-congress-in-gujjar-belt-9037114/,"With Pilot seen as CM face, community support had helped 8 of Cong Gujjar leaders, as well as tribal faces, win in 2018. Now, they vow to teach Congress “a lesson”, as Muslims question its govt's “silence” on their issues",Polictics
Today in Politics: PM Modi to chair virtual G20  summit; Amit Shah steps up Rajasthan campaign,https://indianexpress.com/article/political-pulse/today-in-politics-pm-modi-virtual-g20-summit-amit-shah-rajasthan-campaign-9037110/,Samajwadi Party to hold event to pay tributes to Mulayam Singh Yadav on his birth anniversary; cross-examination of Sena (UBT) chief whip Sunil Prabhu by Shinde Sena lawyers to continue,Polictics
"Ex-CJ defends rap on EC: if it’s seen tilting, it matters in a democracyPremium Story",https://indianexpress.com/article/political-pulse/ex-cj-defends-rap-on-ec-if-its-seen-tilting-it-matters-in-a-democracy-9037012/,Was moved from TN to Meghalaya after he said EC should face murder charge for violating Covid protocol,Polictics
"In last leg of polls, Rahul Gandhi calls PM Modi ‘panauti’; BJP demands apology",https://indianexpress.com/article/political-pulse/rajasthan-assembly-polls-rahul-gandhi-pm-modi-panauti-9036764/,"Just a week ago, Modi had called Rahul moorkhon ka sardaar (leader of fools) after Rahul said everybody in India has only Chinese mobile handsets.",Polictics
"From the Urdu Press: ‘Cricket World Cup sets stage for India as sports host’, ‘BJP negative politics show no plans for Telangana’",https://indianexpress.com/article/political-pulse/from-the-urdu-press-india-world-cup-9036690/,"'The concern flagged by PM Modi over AI-generated fake content is valid, which must be endorsed by proponents of social media', including BJP own leaders, writes Urdu Times",Polictics
"Alliance talks on backburner, BJP banks on Central schemes as Akalis aim for youth in Punjab",https://indianexpress.com/article/political-pulse/alliance-talks-on-backburner-bjp-banks-on-central-schemes-as-akalis-aim-for-youth-in-punjab-9036442/,"SAD membership drive offers youth pathways up the political ladder; BJP harps on central schemes for state's poor, attacks ruling AAP for 'hijacking' such schemes",Polictics
"‘When we contest, we fight for all. If any polarisation, it may be an organic reaction’: BJP Nathdwara candidate",https://indianexpress.com/article/political-pulse/bjp-nathdwara-candidate-contest-fight-organic-reaction-9036314/,"Vishwaraj Singh, a descendant of Maharana Pratap, is taking on Congress veteran and five-time Nathdwara MLA C P Joshi",Polictics
Cong veteran C P Joshi feels the heat as Maharana Pratap descendant enters the battlefield,https://indianexpress.com/article/political-pulse/cong-veteran-c-p-joshi-feels-the-heat-as-maharana-pratap-descendant-enters-the-battlefield-9036274/,Vishwaraj Singh carries the advantage of his lineage even as there is all-round acknowledgment of work done by Joshi,Polictics
"‘Redemption’ for BJP leader whose case led to Rahul Gandhi conviction, Purnesh Modi gets charge of UT",https://indianexpress.com/article/political-pulse/rahul-gandhi-criminal-defamation-suit-purnesh-modi-daman-diu-charge-9036061/,"His Gujarati roots are expected to help BJP in Daman and Diu, and Dadra & Nagar Haveli, where party faced rough weather over leader's death; appointment may also be first step to enter national scene",Polictics
"Farm to jobs, women to schoolkids, health to LPG: Spot the difference in Cong, BJP manifestos",https://indianexpress.com/article/political-pulse/congress-rajasthan-poll-manifesto-caste-survey-jobs-farmers-loans-9035928/,"If BJP talked of special monitoring cells to watch ‘anti-Bharat forces’, Congress promises ‘stringent legal measures for hate speech’ and ‘reconciliation committees’ to bring communities together.",Polictics
Decoding Politics: Why Muslim quota is sparking fireworks in Telangana fray,https://indianexpress.com/article/political-pulse/telangana-assembly-elections-muslim-quota-decoding-politics-9035733/,"Addressing rallies, Amit Shah has called 4% Muslim quota in Telangana 'unconstitutional' while saying it will be scrapped if BJP wins the election, which is also mentioned in the party's manifesto",Polictics
Trouble in Karnataka BJP as senior leaders revolt over Yediyurappa’s continuing grip,https://indianexpress.com/article/political-pulse/karnataka-bjp-yediyurappa-grip-continues-9035542/,"Members of camp led by general secretary B L Santhosh question appointment of ex-CM's son Vijayendra as state president, loyalist R Ashoka as LoP",Polictics
"Today in Politics: In Rajasthan, Congress to release manifesto; Modi, Rahul to hold rallies",https://indianexpress.com/article/political-pulse/today-in-politics-rajasthan-congress-manifesto-rahul-pm-modi-rally-9035530/,PM also set to hold a roadshow in Jaipur; Jarange-Patil to address rally on Shinde’s turf; AIADMK top brass meets to take stock of 2024 Lok Sabha poll preparations,Polictics
Decoding Politics: 5 reasons why ‘Indiramma’ has returned to Telangana,https://indianexpress.com/article/political-pulse/decoding-politics-5-reasons-why-indiramma-has-returned-to-telangana-9035284/,"As Priyanka invokes former PM’s legacy of land reforms and ties to the state, KCR counters with claims of “starvation deaths”, “encounters”, “Naxal violence”",Polictics
"Road to 2024: Hindutva plus welfare emerges as BJP pitch for polls, Congress not far behind",https://indianexpress.com/article/political-pulse/road-to-2024-hindutva-plus-welfare-emerges-as-bjp-pitch-for-polls-congress-not-far-behind-9035056/,"In all the states headed for elections, the BJP has matched Cong's promises, party leaders say the trend may stay till LS polls",Polictics
West Bengal ex-Advocate General: ‘It was a challenge to receive timely instructions (from govt) … could have achieved lot more with full support’,https://indianexpress.com/article/political-pulse/west-bengal-ex-advocate-general-challenge-timely-instructions-gov-full-support-9034976/,"Soumendra Nath Mookerjee, during whose two-year tenure the West Bengal government faced several legal setbacks, says, “Any professional should maintain their dignity and self-respect … To ensure this, I resigned.”",Polictics
"IUML leader drops in for Pinarayi govt’s all-state splash, sparks off fresh buzz about Cong ally",https://indianexpress.com/article/political-pulse/iuml-leader-pinarayi-govt-all-state-splash-congress-9034843/,"CM refrains from attacking IUML for giving his tour a miss, blames Congress; follows on heels of IUML leader accepting position on Kerala Bank board",Polictics
David Warner responds to Mohammad Kaif’s ‘best team did not win the trophy’ comment: ‘You need to perform when it matters’,https://indianexpress.com/article/sports/cricket/david-warner-responds-to-mohamad-kaifs-best-team-did-not-win-the-trophy-comment-you-need-to-perform-when-it-matters-9038488/,Australia's World Cup-winning batter David Warner did not agree with former India cricketer Mohammad Kaif's comment that the best team on paper lost the tournament.,Sports
"IPL 2024 trades: Devdutt Padikkal moves to LSG from RR, pacer Avesh Khan moves the other way",https://indianexpress.com/article/sports/ipl-2024-trades-devdutt-padikkal-moves-to-lsg-from-rr-pacer-avesh-khan-moves-the-other-way-9038459/,Both Avesh Khan and Devdutt Padikkal swapped their franchises for their existing fee from the previous auction.,Sports
"Igor Stimac: ‘Let’s stop talking about the Asian Cup’; What are we to talk about, coach?",https://indianexpress.com/article/sports/football/igor-stimac-lets-stop-talking-about-the-asian-cup-what-are-we-to-talk-about-coach-9038418/,Croat asserts his focus is on making next round of WC qualifiers and getting more home games against better teams,Sports
"China Masters Super 750 badminton: Lakshya Sen, Srikanth Kidambi continue to struggle for consistency after first-round exits",https://indianexpress.com/article/sports/badminton/china-masters-super-750-badminton-lakshya-sen-srikanth-kidambi-continue-to-struggle-for-consistency-after-first-round-exits-9038393/,"Lakshya Sen lost to home favourite Shi Yu Qi, while Srikanth fell against World Champ Kunlavut Vitidsarn as both the shuttlers missed out on a chance to gain some ground in the Olympic qualification race.",Sports
India versus Australia: Low-key early audition for next year’s T20 World Cup,https://indianexpress.com/article/sports/cricket/india-versus-australia-low-key-early-audition-for-next-years-t20-world-cup-9038353/,"Among batsmen looking to make an impression in the T20 series against Australia are Yashasvi Jaiswal, Tilak Varma and Jitesh Sharma; Fast bowlers Prasidh Krishna, Avesh Khan, Arshdeep Singh and Mukesh Kumar get an opportunity to shine in India colours",Sports
Wasim Akram on where India missed a trick in World Cup final: Mohammed Siraj should have bowled 2-3 overs at the top,https://indianexpress.com/article/sports/cricket/shami-knew-that-he-comes-first-changesiraj-should-have-bowled-2-3-overs-wasim-akram-on-where-india-went-wrong-in-the-final-9038291/,Former Pakistan skipper Wasim Akram felt that India should have stuck to a tried and tested opening bowling combination of Jasprit Bumrah and Mohammed Siraj in the final,Sports
"India vs Australia tip-off XI: Arshdeep back in the side, Gaikwad’s new role as vice-captain, Australia’s potential X-factor Aaron Hardie",https://indianexpress.com/article/sports/cricket/india-vs-australia-tip-off-xi-arshdeep-back-in-the-side-gaikwads-new-role-as-vice-captain-and-australias-potential-x-factor-aaron-hardie-9037893/,The Indian Express talks about the Indian players who are making a comeback into the side for the 1st T20I against Australia in Visakhapatnam and have the potential to make it June 2024 T20 World Cup in West Indies and the USA,Sports
India vs Australia Live Streaming: When and where to watch IND vs AUS 1st T20I live?,https://indianexpress.com/article/sports/cricket/india-vs-australia-live-streaming-when-and-where-to-watch-the-match-live-9038031/,India vs Australia 1st T20 Live Streaming: India will take on Australia in the first T20I at the Dr YS Rajasekhara Reddy ACA-VDCA Cricket Stadium in Visakhapatnam,Sports
US court rejects appeal against Cristiano Ronaldo’s hush money settlement in Las Vegas rape case,https://indianexpress.com/article/sports/football/us-court-rejects-cristiano-ronaldo-hush-money-las-vegas-9037346/,"The case dates back to 2009 when Mayorga, a former teacher and Las Vegas based model, accused Ronaldo of sexually assaulting her in her bedroom.",Sports
Gautam Gambhir returns to KKR as team mentor: ‘There’s a lump in my throat and fire in my heart’,https://indianexpress.com/article/sports/cricket-world-cup/there-is-a-lump-in-my-throat-and-fire-in-my-heart-gautam-gambhir-returns-to-kkr-as-team-mentor-9037407/,"Shah Rukh Khan says, Gautam Gambhir was always a part of the KKR family and he was sorely missed.",Sports
"Mohammed Shami hits back over ball change conspiracy theory, says ‘few Pakistani cricketers couldn’t digest’ his success",https://indianexpress.com/article/sports/cricket-world-cup/sudhar-jao-mohammed-shami-takes-a-dig-on-ex-pakistan-cricketers-for-their-inexplicable-conspiracy-theories-9037357/,"Shami says few former Pakistan players think they are the best in the world, and can't digest better player and India's success.",Sports
"Lionel Messi on brawl in Argentina-Brazil game: ‘We saw they were hitting people, they were more focused on that than game’",https://indianexpress.com/article/sports/football/leo-messi-argentina-vs-brazil-brawl-9037274/,The two sets of fans in the stand were involved in a fight that eventually led to the local police force stationed at the venue opening up baton charge on the away fans.,Sports
Watch: Lionel Messi takes Argentina team off the field after clashes between fans and police at Marcana,https://indianexpress.com/article/sports/football/watch-lionel-messi-takes-argentina-team-off-the-field-after-clashes-between-fans-and-police-at-marcana-9037129/,The South American World Cup qualifier between Brazil and Argentina was delayed by 27 minutes at the Maracana Stadium.,Sports
"Team India’s backroom staff includes a former maths teacher, a mountaineer, a former bus driver, an IT engineer, and a civic police volunteer",https://indianexpress.com/article/sports/cricket/team-india-backroom-staff-maths-teacher-mountaineer-bus-driver-it-engineer-9036956/,"Apart from Head coach Rahul Dravid, the Indian team which reached the final has 19 support staff - from strength and conditioning coaches, to physios, logistics manager to security and integrity officers and fielding and bowling coaches.",Sports
Coach Igor Stimac’s moves backfire as 0-3 defeat in World Cup qualifier to Qatar ends India’s 15-game unbeaten run at home,https://indianexpress.com/article/sports/football/coach-igor-stimac-india-vs-qatar-world-cup-qualifier-9036906/,"In a vital FIFA World Cup 2026 qualifier, India coach Igor Stimac decided to bench goalkeeper Gurpreet Singh Sandhu, undoubtedly the best player the last two times India faced the 2022 World Cup hosts.",Sports
"‘He doesn’t have a brain, he’s lost it’: Hikaru Nakamura’s dig at Vladimir Kramnik over ‘garbage’ accusations of cheating",https://indianexpress.com/article/sports/chess/he-doesnt-have-a-brain-hes-lost-it-hikaru-nakamuras-dig-at-vladimir-kramnik-over-garbage-accusations-of-cheating-9036793/,The new feud over cheating comes just months before Hikaru Nakamura and Ian Nepomniachtchi face off in the 8-man Candidates Tournament which will find a challenger for Ding Liren in the next World Championship.,Sports
Afghanistan to tour India for three-T20I series in January ahead of England Test series,https://indianexpress.com/article/sports/cricket/afghanistan-to-tour-india-for-three-t20i-series-in-january-ahead-of-england-test-series-9036735/,"The three games will be played between January 11 and 17 in Mohali, Indore and Bangalore.",Sports
"Stop-clock to speed up play, banning transgenders from women’s cricket: Decisions at ICC board meeting",https://indianexpress.com/article/sports/cricket/icc-stop-clock-odi-t20i-transgender-womens-cricket-9036619/,"Field restriction penalties to continue, suspended Sri Lanka loses U-19 World Cup hosting rights.",Sports
"After suspending Sri Lanka Cricket, ICC snatches away 2024 Men’s U19 World Cup from island nation",https://indianexpress.com/article/sports/cricket/icc-2024-men-u19-world-cup-sri-lanka-south-africa-9036450/,The decision comes as a result of cricket's world governing body controlling the fundings made to Sri Lanka Cricket (SLC) after it had suspended the national board for breaching its obligations as a member.,Sports
Marnus Labuschagne on how he dealt with Indians sledging him in World Cup final and amazing fans lining streets 5km out from stadium,https://indianexpress.com/article/sports/cricket-world-cup/final-ind-vs-aus-marnus-labuschagne-india-sledging-9036243/,"Labuschagne who scored a crucial 58 in the final, shares how the Australians shined under the pressure from the Indian fans in Ahmedabad.",Sports
Krishna Khaitan Memorial: The smashing hits,https://indianexpress.com/article/sports/badminton/krishna-khaitan-memorial-the-smashing-hits-9036059/,"16-year-old Pranauv Ram lifts Smt Krishna Khaitan Memorial Trophy; Haryana youngster Anmol Kharb wins girls’ singles title, and doubles with Vennala K of Telangana; Mayank Rana of Sonepat and Sanskar Saraswat of Jodhpur claim the boys’ doubles title",Sports
Cricket World Cup Final: Brett Lee says favourites India lost to Australia’s ‘never ever give up’ mentality,https://indianexpress.com/article/sports/cricket/cricket-world-cup-final-brett-lee-says-favourites-india-lost-to-australias-never-ever-give-up-mentality-9035660/,Former Australia speedster said India missed a track by preparing slow track in the final with the kind of fast bowlers they had in their ranks.,Sports
David Warner pulls out of T20 series against India,https://indianexpress.com/article/sports/cricket-world-cup/david-warner-pulls-out-of-t20-series-against-india-9035568/,All-rounder Aaron Hardie replaces Warner for five-match T20 series against India starting on Thursday.,Sports
Why the ICC Men’s Cricket World Cup format we saw in 2023 is not good for the game,https://indianexpress.com/article/sports/cricket-world-cup/why-the-icc-mens-cricket-world-cup-format-we-saw-in-2023-is-not-good-for-the-game-9035377/,"Unless and until the focus shifts from maximising air time for the game's behemoths to actually producing a tournament that has more knockouts, more possibilities for the underdog, and more thrill for a neutral, the Cricket World Cup will remain a misnomer",Sports
Chennai scare against Australia saw Team India opt for sluggish track for World Cup final,https://indianexpress.com/article/sports/cricket-world-cup/chennai-scare-against-australia-saw-team-india-opt-of-sluggish-track-for-world-cup-final-9035367/,"In India's World Cup opener, Aussie pacers Hazlewood and Starc had reduced the hosts to 2/3. And had Mitchell Marsh pouched Kohli's skier off a Hazlewood ball soon afterwards, it would have been 20/4.",Sports
